Date et heure de comptage,Date et heure de comptage,Débit horaire,Taux d'occupation,filename,Jour de la semaine_0,Jour de la semaine_1,Jour de la semaine_2,Jour de la semaine_3,Jour de la semaine_4,Jour de la semaine_5,Jour de la semaine_6,Date,Jour férié,Vacances scolaires,Durée avant les prochaines vacances scolaires,humidity,tempC,visibility,cloudcover,precipMM
2021-11-01 04:00:00,2021-11-01 04:00:00,1222.0,42.87945,champs-elysees.csv,1,0,0,0,0,0,0,2021-11-01,True,True,46 days 20:00:00,,,,,
2021-11-01 05:00:00,2021-11-01 05:00:00,1033.0,44.35278,champs-elysees.csv,1,0,0,0,0,0,0,2021-11-01,True,True,46 days 19:00:00,,,,,
2021-11-01 06:00:00,2021-11-01 06:00:00,824.0,20.16222,champs-elysees.csv,1,0,0,0,0,0,0,2021-11-01,True,True,46 days 18:00:00,,,,,
2021-11-01 07:00:00,2021-11-01 07:00:00,710.0,12.2,champs-elysees.csv,1,0,0,0,0,0,0,2021-11-01,True,True,46 days 17:00:00,,,,,
2021-11-01 08:00:00,2021-11-01 08:00:00,947.0,40.57222,champs-elysees.csv,1,0,0,0,0,0,0,2021-11-01,True,True,46 days 16:00:00,,,,,
2021-11-01 09:00:00,2021-11-01 09:00:00,1150.0,60.34889,champs-elysees.csv,1,0,0,0,0,0,0,2021-11-01,True,True,46 days 15:00:00,,,,,
2021-11-01 10:00:00,2021-11-01 10:00:00,1164.0,52.065,champs-elysees.csv,1,0,0,0,0,0,0,2021-11-01,True,True,46 days 14:00:00,,,,,
2021-11-01 11:00:00,2021-11-01 11:00:00,1046.0,62.80611,champs-elysees.csv,1,0,0,0,0,0,0,2021-11-01,True,True,46 days 13:00:00,,,,,
2021-11-01 12:00:00,2021-11-01 12:00:00,942.0,77.85389,champs-elysees.csv,1,0,0,0,0,0,0,2021-11-01,True,True,46 days 12:00:00,,,,,
2021-11-01 13:00:00,2021-11-01 13:00:00,783.0,66.825,champs-elysees.csv,1,0,0,0,0,0,0,2021-11-01,True,True,46 days 11:00:00,,,,,
2021-11-01 14:00:00,2021-11-01 14:00:00,1126.0,48.08667,champs-elysees.csv,1,0,0,0,0,0,0,2021-11-01,True,True,46 days 10:00:00,,,,,
2021-11-01 15:00:00,2021-11-01 15:00:00,1081.0,56.61778,champs-elysees.csv,1,0,0,0,0,0,0,2021-11-01,True,True,46 days 09:00:00,,,,,
2021-11-01 16:00:00,2021-11-01 16:00:00,1159.0,76.20889,champs-elysees.csv,1,0,0,0,0,0,0,2021-11-01,True,True,46 days 08:00:00,,,,,
2021-11-01 17:00:00,2021-11-01 17:00:00,1077.0,47.72444,champs-elysees.csv,1,0,0,0,0,0,0,2021-11-01,True,True,46 days 07:00:00,,,,,
2021-11-01 18:00:00,2021-11-01 18:00:00,1004.0,37.98056,champs-elysees.csv,1,0,0,0,0,0,0,2021-11-01,True,True,46 days 06:00:00,,,,,
2021-11-01 19:00:00,2021-11-01 19:00:00,869.0,30.185,champs-elysees.csv,1,0,0,0,0,0,0,2021-11-01,True,True,46 days 05:00:00,,,,,
2021-11-01 20:00:00,2021-11-01 20:00:00,993.0,30.05556,champs-elysees.csv,1,0,0,0,0,0,0,2021-11-01,True,True,46 days 04:00:00,,,,,
2021-11-01 21:00:00,2021-11-01 21:00:00,1176.0,31.18556,champs-elysees.csv,1,0,0,0,0,0,0,2021-11-01,True,True,46 days 03:00:00,,,,,
2021-11-01 22:00:00,2021-11-01 22:00:00,882.0,21.34889,champs-elysees.csv,1,0,0,0,0,0,0,2021-11-01,True,True,46 days 02:00:00,,,,,
