Date et heure de comptage,Date et heure de comptage,Débit horaire,Taux d'occupation,filename,Jour de la semaine_0,Jour de la semaine_1,Jour de la semaine_2,Jour de la semaine_3,Jour de la semaine_4,Jour de la semaine_5,Jour de la semaine_6,Date,Jour férié,Vacances scolaires,Durée avant les prochaines vacances scolaires,humidity,tempC,visibility,cloudcover,precipMM
2021-11-01 04:00:00,2021-11-01 04:00:00,145.0,0.91611,convention.csv,1,0,0,0,0,0,0,2021-11-01,True,True,46 days 20:00:00,,,,,
2021-11-01 05:00:00,2021-11-01 05:00:00,127.0,0.76222,convention.csv,1,0,0,0,0,0,0,2021-11-01,True,True,46 days 19:00:00,,,,,
2021-11-01 06:00:00,2021-11-01 06:00:00,136.0,0.69556,convention.csv,1,0,0,0,0,0,0,2021-11-01,True,True,46 days 18:00:00,,,,,
2021-11-01 07:00:00,2021-11-01 07:00:00,132.0,0.87167,convention.csv,1,0,0,0,0,0,0,2021-11-01,True,True,46 days 17:00:00,,,,,
2021-11-01 08:00:00,2021-11-01 08:00:00,185.0,1.24,convention.csv,1,0,0,0,0,0,0,2021-11-01,True,True,46 days 16:00:00,,,,,
2021-11-01 09:00:00,2021-11-01 09:00:00,213.0,1.33111,convention.csv,1,0,0,0,0,0,0,2021-11-01,True,True,46 days 15:00:00,,,,,
2021-11-01 10:00:00,2021-11-01 10:00:00,289.0,1.82389,convention.csv,1,0,0,0,0,0,0,2021-11-01,True,True,46 days 14:00:00,,,,,
2021-11-01 11:00:00,2021-11-01 11:00:00,397.0,2.67667,convention.csv,1,0,0,0,0,0,0,2021-11-01,True,True,46 days 13:00:00,,,,,
2021-11-01 12:00:00,2021-11-01 12:00:00,533.0,3.16222,convention.csv,1,0,0,0,0,0,0,2021-11-01,True,True,46 days 12:00:00,,,,,
2021-11-01 13:00:00,2021-11-01 13:00:00,572.0,4.96833,convention.csv,1,0,0,0,0,0,0,2021-11-01,True,True,46 days 11:00:00,,,,,
2021-11-01 14:00:00,2021-11-01 14:00:00,574.0,3.34444,convention.csv,1,0,0,0,0,0,0,2021-11-01,True,True,46 days 10:00:00,,,,,
2021-11-01 15:00:00,2021-11-01 15:00:00,575.0,3.695,convention.csv,1,0,0,0,0,0,0,2021-11-01,True,True,46 days 09:00:00,,,,,
