
date,time,tempC,tempF,windspeedMiles,windspeedKmph,winddirdegree,winddir16point,weatherCode,weatherIconUrl,weatherDesc,precipMM,precipInches,humidity,visibilityKm,visibilityMiles,pressureMB,pressureInches,cloudcover,HeatIndexC,HeatIndexF,DewPointC,DewPointF,WindChillC,WindChillF,WindGustMiles,WindGustKmph,FeelsLikeC,FeelsLikeF,chanceofrain,chanceofremdry,chanceofwindy,chanceofovercast,chanceofsunshine,chanceoffrost,chanceofhightemp,chanceoffog,chanceofsnow,chanceofthunder
2022-12-09,0,3,37,6,9,51,NE,116,https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,75,10,6,1008,30,28,3,37,-1,29,0,32,8,13,0,32,0,85,0,32,74,0,0,0,0,0
2022-12-09,100,2,36,5,8,51,NE,113,https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,0.0,76,10,6,1008,30,20,2,36,-2,29,-1,31,8,12,-1,31,0,87,0,0,86,10,0,0,0,0
2022-12-09,200,2,35,5,8,48,NE,113,https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,0.0,78,10,6,1007,30,11,2,35,-2,29,-1,31,7,12,-1,31,0,80,0,0,92,10,0,0,0,0
2022-12-09,300,1,34,5,8,44,NE,113,https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,0.0,78,10,6,1007,30,8,1,34,-2,28,-1,30,8,12,-1,30,0,82,0,0,91,10,0,0,0,0
2022-12-09,400,1,34,4,7,42,NE,113,https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,0.0,80,10,6,1007,30,4,1,34,-2,28,-1,30,6,10,-1,30,0,82,0,0,91,15,0,0,0,0
2022-12-09,500,1,33,5,8,32,NNE,113,https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,0.0,81,10,6,1006,30,3,1,33,-2,28,-2,29,7,12,-2,29,0,83,0,0,88,15,0,0,0,0
2022-12-09,600,1,33,5,8,30,NNE,113,https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,0.0,82,10,6,1006,30,0,1,33,-2,28,-2,28,8,12,-2,28,0,91,0,0,87,15,0,0,0,0
2022-12-09,700,0,33,5,8,31,NNE,113,https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,0.0,83,10,6,1006,30,2,0,33,-2,28,-2,28,8,12,-2,28,0,90,0,0,86,19,0,0,0,0
2022-12-09,800,0,32,4,7,35,NE,113,https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,0.0,84,10,6,1007,30,3,0,32,-2,28,-2,28,7,11,-2,28,0,93,0,0,91,19,0,0,0,0
2022-12-09,900,0,32,4,6,39,NE,113,https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png,Sunny,0.0,0.0,84,10,6,1007,30,5,0,32,-2,28,-2,29,6,9,-2,29,0,88,0,0,85,19,0,0,0,0
2022-12-09,1000,1,34,4,6,38,NE,113,https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png,Sunny,0.0,0.0,79,10,6,1007,30,4,1,34,-2,28,-1,30,6,9,-1,30,0,85,0,0,89,15,0,0,0,0
2022-12-09,1100,2,35,4,7,32,NNE,113,https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png,Sunny,0.0,0.0,74,10,6,1007,30,8,2,35,-3,27,-1,31,6,10,-1,31,0,82,0,0,85,10,0,0,0,0
2022-12-09,1200,3,37,5,8,19,NNE,113,https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png,Sunny,0.0,0.0,69,10,6,1007,30,8,3,37,-3,28,0,32,6,10,0,32,0,86,0,0,94,0,0,0,0,0
2022-12-09,1300,3,38,6,9,11,N,113,https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png,Sunny,0.0,0.0,66,10,6,1006,30,6,3,38,-3,27,1,33,8,13,1,33,0,92,0,0,86,0,0,0,0,0
2022-12-09,1400,4,39,7,11,6,N,113,https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png,Sunny,0.0,0.0,64,10,6,1006,30,22,4,39,-2,28,1,34,9,14,1,34,0,86,0,0,85,0,0,0,0,0
2022-12-09,1500,4,39,7,12,5,N,113,https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png,Sunny,0.0,0.0,64,10,6,1005,30,21,4,39,-2,28,1,34,10,16,1,34,0,86,0,0,93,0,0,0,0,0
2022-12-09,1600,4,38,6,9,6,N,113,https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png,Sunny,0.0,0.0,67,10,6,1006,30,21,4,38,-2,28,1,34,9,14,1,34,0,90,0,0,92,0,0,0,0,0
2022-12-09,1700,3,37,5,8,9,N,113,https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,0.0,73,10,6,1006,30,25,3,37,-2,29,0,32,8,13,0,32,0,94,0,0,85,0,0,0,0,0
2022-12-09,1800,2,36,4,6,7,N,116,https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,76,10,6,1006,30,29,2,36,-2,29,0,32,7,11,0,32,0,86,0,32,84,10,0,0,0,0
2022-12-09,1900,2,35,4,6,5,N,116,https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,79,10,6,1007,30,28,2,35,-2,29,-0,31,6,10,-0,31,0,92,0,49,78,10,0,0,0,0
2022-12-09,2000,2,35,4,6,2,N,113,https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,0.0,82,10,6,1007,30,22,2,35,-1,30,-0,31,6,10,-0,31,0,91,0,0,86,10,0,0,0,0
2022-12-09,2100,1,34,4,6,357,N,113,https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,0.0,84,10,6,1008,30,18,1,34,-1,30,-1,31,6,10,-1,31,0,86,0,0,86,10,0,0,0,0
2022-12-09,2200,1,33,4,6,353,N,113,https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,0.0,86,10,6,1008,30,13,1,33,-1,30,-1,30,6,10,-1,30,0,80,0,0,93,15,0,0,0,0
2022-12-09,2300,1,33,4,6,350,N,113,https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,0.0,87,10,6,1008,30,16,1,33,-1,30,-2,29,6,10,-2,29,0,89,0,0,94,16,0,0,0,0
2022-12-10,0,0,33,4,6,348,NNW,113,https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,0.0,88,10,6,1008,30,17,0,33,-1,29,-2,29,6,10,-2,29,0,87,0,0,91,16,0,0,0,0
2022-12-10,100,0,32,4,6,348,NNW,113,https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,0.0,88,10,6,1009,30,18,0,32,-2,29,-2,29,6,10,-2,29,0,89,0,0,86,18,0,0,0,0
2022-12-10,200,0,32,4,6,349,N,113,https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,0.0,88,10,6,1009,30,18,0,32,-2,29,-2,28,6,10,-2,28,0,94,0,0,91,33,0,0,0,0
2022-12-10,300,0,32,4,6,346,NNW,116,https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,88,10,6,1009,30,30,0,32,-2,29,-2,28,6,9,-2,28,0,81,0,39,84,33,0,0,0,0
2022-12-10,400,0,32,4,6,344,NNW,323,https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0027_light_snow_showers_night.png,Patchy light snow,0.0,0.0,90,10,6,1009,30,50,0,32,-1,29,-2,28,6,10,-2,28,0,80,0,93,19,46,0,0,0,0
